Level,Name,Rating,Tags,Url
Level 565,[NO DATA],,,
Level 566,Factory,+37,"['_cc', '_wp-titles', 'backrooms-robotics', 'horror', 'industrial', 'industrialization-canon', 'level', 'sd-class-0', 'yellow']",http://backrooms-wiki.wikidot.com/Level 566
Level 567,[NO DATA],,,
Level 568,[NO DATA],,,
Level 569,[NO DATA],,,
Level 570,[NO DATA],,,
Level 571,Scribe's Trauma,+20,"['horror', 'level', 'mystery', 'nostalgia', 'sd-class-4']",http://backrooms-wiki.wikidot.com/Level 571
Level 572,[NO DATA],,,
Level 573,[NO DATA],,,
Level 574,[NO DATA],,,
Level 575,[NO DATA],,,
Level 576,[NO DATA],,,
Level 577,[NO DATA],,,
Level 578,[NO DATA],,,
Level 579,[NO DATA],,,
Level 580,a world without a machine god,+12,"['_licensebox', 'canonicon2024', 'finite', 'horror', 'industrialization-canon', 'level', 'mystery']",http://backrooms-wiki.wikidot.com/Level 580
Level 581,[NO DATA],,,
Level 582,[NO DATA],,,
Level 583,[NO DATA],,,
Level 584,[NO DATA],,,
Level 585,[NO DATA],,,
Level 586,Lost Data,+35,"['_non-cc', 'format-screw', 'level', 'scrapcon2022', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 586
Level 587,Where we used to have fun,+27,"['_licensebox', '_wp-titles', 'forested', 'format-screw', 'level', 'simulation-canon']",http://backrooms-wiki.wikidot.com/Level 587
Level 588,Obsession,+49,"['level', 'mystery', 'sd-class-0', 'wonder']",http://backrooms-wiki.wikidot.com/Level 588
Level 589,[NO DATA],,,
Level 590,[NO DATA],,,
Level 591,[NO DATA],,,
Level 592,[NO DATA],,,
Level 593,[NO DATA],,,
Level 594,[NO DATA],,,
Level 595,[NO DATA],,,
Level 596,[NO DATA],,,
Level 597,[NO DATA],,,
Level 598,Kaleidoscopic Purgatory,+21,"['_wp-titles', 'cavern', 'level', 'sd-class-5']",http://backrooms-wiki.wikidot.com/Level 598
level-599,,+62,"['_cc', '_licensebox', '_wp-titles', 'exterior', 'featured', 'format-screw', 'level', 'level-78', 'scrapcon2022', 'sd-class-other', 'space', 'tragedy']",http://backrooms-wiki.wikidot.com/level-599
Level 600,Blank Space,+41,"['_licensebox', '_non-cc', 'format-screw', 'level', 'mystery', 'nostalgia', 'sd-class-other', 'wonder']",http://backrooms-wiki.wikidot.com/Level 600
Level 601,The End,+149,"['_metatag', '_non-cc', '_wp-titles', 'deceptive', 'horror', 'level', 'mystery', 'nostalgia', 'rewritten', 'sd-class-?']",http://backrooms-wiki.wikidot.com/Level 601
Level 602,[NO DATA],,,
Level 603,Anglerfish,+19,"['_wp-titles', 'exterior', 'level']",http://backrooms-wiki.wikidot.com/Level 603
Level 604,[NO DATA],,,
Level 605,Respite for a Traveller,+18,"['_licensebox', '_wp-titles', 'desert', 'level', 'roadway', 'simulation-canon']",http://backrooms-wiki.wikidot.com/Level 605
Level 606,Make Believe,+32,"['_cc', '_wp-titles', 'horror', 'level', 'mystery', 'sd-class-0']",http://backrooms-wiki.wikidot.com/Level 606
Level 607,[NO DATA],,,
Level 608,The Trove of Their Hobby,+23,"['action', 'backrooms-remodeling-co', 'industrial', 'interior', 'level', 'sd-class-0', 'simulation-canon', 'tragedy']",http://backrooms-wiki.wikidot.com/Level 608
Level 609,The Decay Zone,+44,"['_metatag', '_non-cc', '_wp-titles', 'featured', 'horror', 'level', 'mystery', 'rewritten', 'sd-class-?', 'simulation-canon', 'sub-level']",http://backrooms-wiki.wikidot.com/Level 609
Level 610,Melanoleukophobia,+57,"['_cc', '_wp-titles', 'co-authored', 'level', 'mystery', 'sd-class-3', 'wholesome']",http://backrooms-wiki.wikidot.com/Level 610
Level 611,"The maze, the creatures, the monster",+116,"['_cc', 'b.n.t.g.', 'bittersweet', 'contest-winner', 'featured', 'horror', 'industrial', 'level', 'level-11', 'm.e.g.', 'mystery', 'sd-class-other', 'spookycon2021', 'tragedy']",http://backrooms-wiki.wikidot.com/Level 611
Level 612,Memories of Memories of Memories,+36,"['_cc', '_licensebox', '_wp-titles', 'gift2021', 'homelike', 'level', 'sd-class-0', 'wonder']",http://backrooms-wiki.wikidot.com/Level 612
Level 613,[NO DATA],,,
Level 614,[NO DATA],,,
Level 615,[NO DATA],,,
Level 616,[NO DATA],,,
Level 617,[NO DATA],,,
Level 618,[NO DATA],,,
Level 619,[NO DATA],,,
Level 620,[NO DATA],,,
level-621,,+44,"['_cc', '_licensebox', '_wp-titles', 'backrooms-remodeling-co', 'format-screw', 'level', 'm.e.g.', 'mystery', 'rewritten', 'sd-class-other']",http://backrooms-wiki.wikidot.com/level-621
Level 622,[NO DATA],,,
Level 623,[NO DATA],,,
Level 624,[NO DATA],,,
Level 625,[NO DATA],,,
Level 626,The Father Eye,+25,"['_wp-titles', 'format-screw', 'level', 'mystery', 'the-eternal-repository']",http://backrooms-wiki.wikidot.com/Level 626
Level 627,[NO DATA],,,
Level 628,The Island,+18,"['_cc', '_licensebox', 'exterior', 'level', 'the-council']",http://backrooms-wiki.wikidot.com/Level 628
Level 629,[NO DATA],,,
Level 630,[NO DATA],,,
Level 631,[NO DATA],,,
Level 632,[NO DATA],,,
Level 633,[NO DATA],,,
Level 634,[NO DATA],,,
Level 635,Blacklight Isles,+20,['level'],http://backrooms-wiki.wikidot.com/Level 635
Level 636,[NO DATA],,,
Level 637,[NO DATA],,,
Level 638,[NO DATA],,,
Level 639,[NO DATA],,,
Level 640,[NO DATA],,,
Level 641,[NO DATA],,,
Level 642,[NO DATA],,,
Level 643,[NO DATA],,,
Level 644,[NO DATA],,,
Level 645,[NO DATA],,,
Level 646,[NO DATA],,,
Level 647,[NO DATA],,,
Level 648,Apocryphal City of Masks,+33,"['_cc', '_licensebox', 'level', 'mystery', 'sd-class-0', 'wonder']",http://backrooms-wiki.wikidot.com/Level 648
Level 649,[NO DATA],,,
Level 650,[NO DATA],,,
Level 651,[NO DATA],,,
Level 652,[NO DATA],,,
Level 653,[NO DATA],,,
Level 654,WARNING! A Level With Piping (EXPOSED!),+17,"['_cc', 'industrial', 'level', 'mystery', 'nostalgia', 'sd-class-0']",http://backrooms-wiki.wikidot.com/Level 654
Level 655,[NO DATA],,,
Level 656,[NO DATA],,,
Level 657,On small island live only one shopping cart.,+94,"['_non-cc', '_wp-titles', 'exterior', 'featured', 'format-screw', 'level', 'mystery', 'whatifcon2022']",http://backrooms-wiki.wikidot.com/Level 657
Level 658,[NO DATA],,,
Level 659,[NO DATA],,,
Level 660,[NO DATA],,,
Level 661,[NO DATA],,,
Level 662,[NO DATA],,,
Level 663,[NO DATA],,,
Level 664,[NO DATA],,,
Level 665,The Disconnected Road,+27,"['_cc', '_licensebox', '_metatag', '_wp-titles', 'arctic', 'horror', 'level', 'mystery', 'sd-class-other', 'thriller', 'urban', 'wonder']",http://backrooms-wiki.wikidot.com/Level 665
Level 666,Welcome To Hell,+67,"['_cc', 'featured', 'horror', 'level', 'mystery', 'sd-class-?', 'thriller']",http://backrooms-wiki.wikidot.com/Level 666
Level 667,DOMETOPIA,+26,"['_licensebox', 'bittersweet', 'level', 'm.e.g.', 'sd-class-other', 'simulation-canon', 'wholesome']",http://backrooms-wiki.wikidot.com/Level 667
Level 668,Hor·eye·zon,+62,"['format-screw', 'horror', 'level', 'mystery', 'nostalgia', 'sd-class-other', 'simulation-canon', 'wonder']",http://backrooms-wiki.wikidot.com/Level 668
Level 669,Mystery Mines,+36,"['_cc', '_metatag', 'enigmatic-level', 'horror', 'in-rewrite', 'level', 'mystery', 'sd-class-3']",http://backrooms-wiki.wikidot.com/Level 669
Level 670,[NO DATA],,,
Level 671,[NO DATA],,,
Level 672,[NO DATA],,,
Level 673,[NO DATA],,,
Level 674,[NO DATA],,,
Level 675,[NO DATA],,,
Level 676,[NO DATA],,,
Level 677,[NO DATA],,,
Level 678,The Necropolis,+30,"['level', 'sd-class-deadzone', 'simulation-canon']",http://backrooms-wiki.wikidot.com/Level 678
Level 679,[NO DATA],,,
Level 680,[NO DATA],,,
Level 681,[NO DATA],,,
Level 682,[NO DATA],,,
Level 683,The Haunted 1LDK,+17,"['_licensebox', '_wp-titles', 'homelike', 'level', 'mystery']",http://backrooms-wiki.wikidot.com/Level 683
Level 684,[NO DATA],,,
Level 685,[NO DATA],,,
Level 686,[NO DATA],,,
Level 687,[NO DATA],,,
Level 688,Calm Cacophony,+23,"['_licensebox', 'cavern', 'classicon2023', 'level']",http://backrooms-wiki.wikidot.com/Level 688
Level 689,[NO DATA],,,
Level 690,[NO DATA],,,
Level 691,[NO DATA],,,
Level 692,[NO DATA],,,
Level 693,[NO DATA],,,
Level 694,[NO DATA],,,
Level 695,[NO DATA],,,
Level 696,The Infinity-Scraper,+19,"['_licensebox', '_non-cc', 'horror', 'level', 'mystery', 'sd-class-1', 'thriller']",http://backrooms-wiki.wikidot.com/Level 696
Level 697,[NO DATA],,,
Level 698,The Expanse,+20,"['_cc', '_licensebox', '_metatag', '_wp-titles', 'format-screw', 'level', 'sd-class-?', 'wonder']",http://backrooms-wiki.wikidot.com/Level 698
Level 699,Cryostasis,+16,"['_licensebox', 'level', 'sd-class-5']",http://backrooms-wiki.wikidot.com/Level 699
Level 700,Flibbity Jibber-Jabber,+40,"['_cc', '_licensebox', 'level', 'mystery', 'sd-class-4', 'wonder']",http://backrooms-wiki.wikidot.com/Level 700
Level 701,[NO DATA],,,
Level 702,[NO DATA],,,
Level 703,Supercut,+26,"['level', 'mincon2021', 'mystery', 'sd-class-?']",http://backrooms-wiki.wikidot.com/Level 703
Level 704,[NO DATA],,,
Level 705,A Tale Of Two Islands,+11,"['_licensebox', 'canonicon2024', 'industrialization-canon', 'level']",http://backrooms-wiki.wikidot.com/Level 705
Level 706,[NO DATA],,,
Level 707,The Rain Never Stops,+46,"['_cc', '_licensebox', 'exterior', 'level', 'nostalgia', 'romance', 'sd-class-0']",http://backrooms-wiki.wikidot.com/Level 707
Level 708,[NO DATA],,,
Level 709,[NO DATA],,,
Level 710,Ring and Ruins,+62,"['_cc', '_licensebox', '_wp-titles', 'exterior', 'featured', 'level', 'm.e.g.', 'multiverse-canon', 'mystery', 'sd-class-?']",http://backrooms-wiki.wikidot.com/Level 710
Level 711,Abandoned Isles,+30,"['_cc', '_licensebox', '_wp-titles', 'aquatic', 'level', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 711
Level 712,The Weald of Parrots,+37,"['_cc', '_licensebox', '_wp-titles', 'foj', 'level', 'sd-class-2']",http://backrooms-wiki.wikidot.com/Level 712
Level 713,Things Happening Elsewhere,+25,"['_licensebox', 'level']",http://backrooms-wiki.wikidot.com/Level 713
Level 714,Future Funk Radio,+57,"['_cc', 'comedy', 'commercial', 'finite', 'level', 'sd-class-0', 'wholesome']",http://backrooms-wiki.wikidot.com/Level 714
Level 715,[NO DATA],,,
Level 716,[NO DATA],,,
Level 717,[NO DATA],,,
Level 718,Clear Blue Skies,+22,"['exterior', 'in-rewrite', 'level', 'sd-class-1']",http://backrooms-wiki.wikidot.com/Level 718
Level 719,[NO DATA],,,
Level 720,[NO DATA],,,
Level 721,The Small Things,+43,"['_non-cc', '_wp-titles', 'format-screw', 'homelike', 'level', 'nostalgia', 'sd-class-other', 'sdcon2020', 'wholesome', 'wonder']",http://backrooms-wiki.wikidot.com/Level 721
Level 722,The Worst in Us,+21,"['_experiment', 'level']",http://backrooms-wiki.wikidot.com/Level 722
Level 723,[NO DATA],,,
Level 724,[NO DATA],,,
Level 725,Of Light and Darkness,+67,"['_cc', '_licensebox', 'contest-winner', 'horror', 'level', 'scrapcon2022', 'sd-class-other', 'wonder']",http://backrooms-wiki.wikidot.com/Level 725
Level 726,Just A Regular Living Room,+33,"['level', 'sd-class-0']",http://backrooms-wiki.wikidot.com/Level 726
Level 727,[NO DATA],,,
Level 728,[NO DATA],,,
Level 729,Mondays,+49,"['_cc', '_licensebox', 'comedy', 'horror', 'level', 'sd-class-3']",http://backrooms-wiki.wikidot.com/Level 729
Level 730,The Paths We Travel,+25,"['_licensebox', '_wp-titles', 'forested', 'level']",http://backrooms-wiki.wikidot.com/Level 730
Level 731,[NO DATA],,,
Level 732,[NO DATA],,,
Level 733,[NO DATA],,,
Level 734,[NO DATA],,,
Level 735,The Silent Ocean,+22,"['_licensebox', 'classicon2023', 'level', 'sd-class-?']",http://backrooms-wiki.wikidot.com/Level 735
Level 736,[NO DATA],,,
Level 737,[NO DATA],,,
Level 738,[NO DATA],,,
Level 739,[NO DATA],,,
Level 740,[NO DATA],,,
Level 741,[NO DATA],,,
Level 742,The Everlasting Wait…,+51,"['dead-end', 'featured', 'horror', 'interior', 'level', 'mystery', 'sd-class-other', 'tragedy', 'wonder']",http://backrooms-wiki.wikidot.com/Level 742
Level 743,[NO DATA],,,
Level 744,[NO DATA],,,
Level 745,[NO DATA],,,
Level 746,[NO DATA],,,
Level 747,[NO DATA],,,
Level 748,[NO DATA],,,
Level 749,[NO DATA],,,
Level 750,The Infinite Nightclub,+29,"['_licensebox', '_wp-titles', 'commercial', 'featured', 'format-screw', 'level', 'sd-class-other', 'thriller', 'wonder']",http://backrooms-wiki.wikidot.com/Level 750
Level 751,All that was lost in the river.,+17,"['_licensebox', 'format-screw', 'level', 'mystery', 'nostalgia']",http://backrooms-wiki.wikidot.com/Level 751
Level 752,[NO DATA],,,
Level 753,[NO DATA],,,
Level 754,[NO DATA],,,
Level 755,Quinoa's Room,+60,"['_cc', '_wp-titles', 'comedy', 'quinoa', 'room']",http://backrooms-wiki.wikidot.com/Level 755
Level 756,On big island live only one cow.,+109,"['_cc', '_licensebox', 'bittersweet', 'exterior', 'level', 'sd-class-0', 'wonder']",http://backrooms-wiki.wikidot.com/Level 756
Level 757,[NO DATA],,,
Level 758,[NO DATA],,,
Level 759,[NO DATA],,,
Level 760,[NO DATA],,,
Level 761,[NO DATA],,,
Level 762,[NO DATA],,,
Level 763,[NO DATA],,,
Level 764,[NO DATA],,,
Level 765,[NO DATA],,,
Level 766,[NO DATA],,,
Level 767,[NO DATA],,,
Level 768,[NO DATA],,,
Level 769,[NO DATA],,,
level-770,Mount Seela,+29,"['action', 'arctic', 'b.n.t.g.', 'cavern', 'deceptive', 'exterior', 'eyes-of-argos', 'featured', 'finite', 'hostile', 'level', 'm.e.g.', 'masked-maidens', 'the-reverence', 'thriller', 'u.e.c.', 'wonder']",http://backrooms-wiki.wikidot.com/level-770
Level 771,[NO DATA],,,
Level 772,[NO DATA],,,
Level 773,[NO DATA],,,
Level 774,[NO DATA],,,
Level 775,[NO DATA],,,
Level 776,[NO DATA],,,
Level 777,A Game Of Chance,+79,"['_cc', '_licensebox', 'horror', 'level', 'mystery', 'sd-class-?', 'the-council', 'wonder']",http://backrooms-wiki.wikidot.com/Level 777
Level 778,[NO DATA],,,
Level 779,[NO DATA],,,
Level 780,[NO DATA],,,
Level 781,[NO DATA],,,
Level 782,[NO DATA],,,
Level 783,[NO DATA],,,
Level 784,[NO DATA],,,
Level 785,[NO DATA],,,
Level 786,[NO DATA],,,
Level 787,[NO DATA],,,
Level 788,[NO DATA],,,
Level 789,Why was Six afraid of Seven?,+80,"['_cc', 'action', 'horror', 'level', 'mystery', 'sd-class-other', 'tragedy']",http://backrooms-wiki.wikidot.com/Level 789
Level 790,Ultimate Fate,+86,"['_cc', '_licensebox', 'arctic', 'dead-end', 'horror', 'level', 'nostalgia', 'sd-class-deadzone', 'urban']",http://backrooms-wiki.wikidot.com/Level 790
Level 791,[NO DATA],,,
Level 792,[NO DATA],,,
Level 793,[NO DATA],,,
Level 794,[NO DATA],,,
Level 795,[NO DATA],,,
Level 796,[NO DATA],,,
Level 797,The Path Less Traveled,+91,"['_cc', 'co-authored', 'exterior', 'level', 'mystery', 'nostalgia', 'roadway', 'sd-class-habitable', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 797
The Shrine,,+70,"['_cc', '_wp-titles', 'bittersweet', 'featured', 'nostalgia', 'room']",http://backrooms-wiki.wikidot.com/The Shrine
Level 798,[NO DATA],,,
Level 799,Cyllene and Her Memories,+23,"['_cc', '_licensebox', 'horror', 'industrial', 'level', 'sd-class-0', 'thriller', 'u.e.c.']",http://backrooms-wiki.wikidot.com/Level 799
Level 800,House of Clockwork,+10,"['_licensebox', 'horror', 'industrial', 'level', 'sd-class-1', 'thriller', 'wonder']",http://backrooms-wiki.wikidot.com/Level 800
Level 800.1,NAME PENDING,+28,"['co-authored', 'dead-end', 'format-screw', 'horror', 'interior', 'level', 'mystery', 'slcon2024', 'sub-level', 'tragedy']",http://backrooms-wiki.wikidot.com/Level 800.1
Level 801,[NO DATA],,,
Level 802,[NO DATA],,,
Level 803,[NO DATA],,,
Level 804,[NO DATA],,,
Level 805,[NO DATA],,,
Level 806,[NO DATA],,,
Level 807,[NO DATA],,,
Level 808,Synthwave World,+58,"['exterior', 'level', 'sd-class-0', 'wonder']",http://backrooms-wiki.wikidot.com/Level 808
Level 809,[NO DATA],,,
Level 810,[NO DATA],,,
Level 811,Titanis Sepulcrum,+48,"['_cc', 'level', 'sd-class-1']",http://backrooms-wiki.wikidot.com/Level 811
Level 812,Road To Ruins,+31,"['_cc', '_wp-titles', 'co-authored', 'format-screw', 'level', 'mystery', 'sd-class-2', 'simulation-canon', 'wonder']",http://backrooms-wiki.wikidot.com/Level 812
Level 813,The Gelid Isle,+19,"['arctic', 'level']",http://backrooms-wiki.wikidot.com/Level 813
Level 814,[NO DATA],,,
Level 815,[NO DATA],,,
Level 816,[NO DATA],,,
Level 817,The Scrapyard,+61,"['_cc', 'desert', 'level', 'sd-class-1', 'wholesome']",http://backrooms-wiki.wikidot.com/Level 817
Level 818,[NO DATA],,,
Level 819,[NO DATA],,,
Level 820,[NO DATA],,,
Level 821,[NO DATA],,,
Level 822,[NO DATA],,,
Level 823,[NO DATA],,,
Level 824,[NO DATA],,,
Level 825,[NO DATA],,,
Level 826,Sea of Bones,+72,"['_cc', '_wp-titles', 'featured', 'level', 'sd-class-deadzone', 'sd-class-other', 'wonder']",http://backrooms-wiki.wikidot.com/Level 826
Level 827,Momentary Respite,+14,"['_licensebox', 'aquatic', 'level', 'sd-class-0']",http://backrooms-wiki.wikidot.com/Level 827
Level 828,[NO DATA],,,
Level 829,[NO DATA],,,
Level 830,[NO DATA],,,
Level 831,Destroyed Laboratory,+41,"['_cc', 'goicon2021', 'industrial', 'level', 'sd-class-other', 'sd-class-pending', 'u.e.c.']",http://backrooms-wiki.wikidot.com/Level 831
Level 832,[NO DATA],,,
Level 833,[NO DATA],,,
Level 834,spirallingspirallingspirallingspiralling,+48,"['_cc', '_licensebox', 'exterior', 'level', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 834
Level 835,[NO DATA],,,
Level 836,[NO DATA],,,
Level 837,[NO DATA],,,
Level 838,[NO DATA],,,
Level 839,[NO DATA],,,
Level 840,[NO DATA],,,
Level 841,Pre-metamorphosis.,+27,"['_cc', '_licensebox', '_wp-titles', 'horror', 'level', 'sd-class-?']",http://backrooms-wiki.wikidot.com/Level 841
Level 842,[NO DATA],,,
Level 843,[NO DATA],,,
Level 844,[NO DATA],,,
Level 845,[NO DATA],,,
Level 846,[NO DATA],,,
Level 847,[NO DATA],,,
Level 848,[NO DATA],,,
Level 849,[NO DATA],,,
Level 850,,+39,"['_cc', '_licensebox', '_metatag', 'level', 'sd-class-4']",http://backrooms-wiki.wikidot.com/Level 850
Level 851,[NO DATA],,,
Level 852,Retail Therapy,+43,"['_licensebox', 'classicon2023', 'contest-winner', 'level', 'nostalgia', 'sd-class-3']",http://backrooms-wiki.wikidot.com/Level 852
Level 853,Winding Doldrums,+34,"['_cc', '_licensebox', 'level', 'mystery', 'sd-class-4']",http://backrooms-wiki.wikidot.com/Level 853
Level 854,Home Sweet Home,+53,"['homelike', 'level', 'mystery', 'sd-class-deadzone', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 854
Level 855,[NO DATA],,,
Level 856,[NO DATA],,,
Level 857,[NO DATA],,,
Level 858,[NO DATA],,,
Level 859,Tom Hounds,+10,"['_licensebox', 'classicon2023', 'level', 'sd-class-1']",http://backrooms-wiki.wikidot.com/Level 859
Level 860,[NO DATA],,,
Level 861,[NO DATA],,,
Level 862,[NO DATA],,,
Level 863,[NO DATA],,,
Level 864,Home On The Road,+24,"['_metatag', '_wp-titles', 'featured', 'level', 'sd-class-habitable', 'traveling']",http://backrooms-wiki.wikidot.com/Level 864
Level 865,[NO DATA],,,
Level 866,[NO DATA],,,
Level 867,[NO DATA],,,
Level 868,[NO DATA],,,
Level 869,[NO DATA],,,
Level 870,[NO DATA],,,
Level 871,[NO DATA],,,
Level 872,[NO DATA],,,
Level 873,[NO DATA],,,
Level 874,[NO DATA],,,
Level 875,[NO DATA],,,
Level 876,[NO DATA…?],+16,"['_licensebox', 'classicon2023', 'level', 'mystery', 'nostalgia', 'roadway']",http://backrooms-wiki.wikidot.com/Level 876
Level 877,[NO DATA],,,
Level 878,[NO DATA],,,
Level 879,[NO DATA],,,
Level 880,The Reefwalker,+46,"['_cc', '_licensebox', 'featured', 'level', 'sd-class-1', 'vehicular-level', 'wonder']",http://backrooms-wiki.wikidot.com/Level 880
Level 881,The Courtyard of Windows,+39,"['_licensebox', 'annual-feature', 'featured', 'interior', 'level', 'rewritten', 'sd-class-5']",http://backrooms-wiki.wikidot.com/Level 881
Level 882,[NO DATA],,,
Level 883,[NO DATA],,,
Level 884,[NO DATA],,,
Level 885,[NO DATA],,,
Level 886,[NO DATA],,,
Level 887,[NO DATA],,,
Level 888,Inocentia,+42,"['_cc', 'horror', 'level', 'sd-class-deadzone', 'tragedy']",http://backrooms-wiki.wikidot.com/Level 888
Level 889,[NO DATA],,,
Level 890,Overprotection,+30,"['_licensebox', 'commercial', 'exterior', 'level', 'sd-class-pending', 'tragedy']",http://backrooms-wiki.wikidot.com/Level 890
Level 891,[NO DATA],,,
Level 892,[NO DATA],,,
Level 893,[NO DATA],,,
Level 894,[NO DATA],,,
Level 895,[NO DATA],,,
Level 896,[NO DATA],,,
Level 897,[NO DATA],,,
Level 898,[NO DATA],,,
Level 899,Yonder's End,+23,"['bittersweet', 'level', 'mystery', 'overseer-stretch', 'sd-class-other', 'sd-class-pending']",http://backrooms-wiki.wikidot.com/Level 899
Level 900,Resting Grounds,+44,"['_licensebox', '_non-cc', 'commercial', 'level', 'sd-class-1', 'wonder']",http://backrooms-wiki.wikidot.com/Level 900
Level 901,The Industrial Powerhouse,+30,"['_cc', 'level', 'sd-class-2']",http://backrooms-wiki.wikidot.com/Level 901
Level 902,Conveyor Conundrum,+24,"['horror', 'industrial', 'level', 'sd-class-5']",http://backrooms-wiki.wikidot.com/Level 902
Level 903,The Metro,+63,"['_cc', '_licensebox', '_wp-titles', 'level', 'mystery', 'rewritten', 'sd-class-habitable', 'wonder']",http://backrooms-wiki.wikidot.com/Level 903
Level 904,The Dark Metro,+72,"['_cc', '_licensebox', '_metatag', '_wp-titles', 'annual-feature', 'featured', 'horror', 'level', 'mystery', 'rewritten', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 904
Level 905,[NO DATA],,,
Level 906,The Cygnus Archive,+152,"['_cc', 'blanche', 'commercial', 'level', 'sd-class-other', 'wonder']",http://backrooms-wiki.wikidot.com/Level 906
Level 907,[NO DATA],,,
Level 908,[NO DATA],,,
Level 909,SENSORY DEPRIVATION,+136,"['_cc', 'format-screw', 'level', 'mincon2021', 'mystery', 'sd-class-5']",http://backrooms-wiki.wikidot.com/Level 909
Level 909.0,Untruncated,+25,"['_wp-titles', 'horror', 'level', 'sd-class-5', 'slcon2024']",http://backrooms-wiki.wikidot.com/Level 909.0
Level 910,The End Of The F#c*ing World,+38,"['_cc', '_metatag', '_wp-titles', 'format-screw', 'level', 'mystery', 'sd-class-4', 'simulation-canon', 'wonder']",http://backrooms-wiki.wikidot.com/Level 910
Level 911,Set of Rules,+111,"['featured', 'format-screw', 'homelike', 'horror', 'level', 'mystery']",http://backrooms-wiki.wikidot.com/Level 911
Level 912,The Underlying Rot,+32,"['horror', 'level', 'sd-class-3']",http://backrooms-wiki.wikidot.com/Level 912
Level 913,The Endless White,+16,"['classicon2023', 'horror', 'level', 'mystery', 'sd-class-?']",http://backrooms-wiki.wikidot.com/Level 913
Level 914,[NO DATA],,,
Level 915,[NO DATA],,,
Level 916,[NO DATA],,,
Level 917,[NO DATA],,,
Level 918,[NO DATA],,,
Level 919,[NO DATA],,,
Level 920,[NO DATA],,,
Level 921,[NO DATA],,,
Level 922,"I finally travelled to the 'True End', and all I got was this fucking staircase.",+59,"['format-screw', 'level']",http://backrooms-wiki.wikidot.com/Level 922
Level 923,The Beyond,+11,"['_wp-titles', 'exterior', 'format-screw', 'level', 'mystery', 'wonder']",http://backrooms-wiki.wikidot.com/Level 923
Level 924,The Nuclear Family,+77,"['action', 'format-screw', 'horror', 'level', 'm.e.g.', 'mystery', 'sd-class-0', 'tragedy']",http://backrooms-wiki.wikidot.com/Level 924
Level 925,Cloud's Heaven,+16,"['_licensebox', 'exterior', 'level', 'sd-class-other', 'wonder']",http://backrooms-wiki.wikidot.com/Level 925
Level 926,Depth's End,+33,"['_cc', '_licensebox', '_wp-titles', 'aquatic', 'level']",http://backrooms-wiki.wikidot.com/Level 926
Level 927,[NO DATA],,,
Level 928,[NO DATA],,,
Level 929,[NO DATA],,,
Level 930,[NO DATA],,,
Level 931,[NO DATA],,,
Level 932,[NO DATA],,,
Level 933,[NO DATA],,,
Level 934,[NO DATA],,,
Level 935,[NO DATA],,,
Level 936,[NO DATA],,,
Level 937,[NO DATA],,,
Level 938,[NO DATA],,,
Level 939,[NO DATA],,,
Level 940,Lost and Forgotten,+57,"['_cc', '_licensebox', 'exterior', 'horror', 'level', 'mystery', 'sd-class-?', 'thriller']",http://backrooms-wiki.wikidot.com/Level 940
Level 941,[NO DATA],,,
Level 942,[NO DATA],,,
Level 943,The Rotting Folk,+15,"['_image', 'homelike', 'level', 'sd-class-deadzone']",http://backrooms-wiki.wikidot.com/Level 943
Level 944,Belly of the Beast,+34,"['gani', 'horror', 'kalag', 'level', 'overseer-stretch', 'poicon2021', 'sd-class-?']",http://backrooms-wiki.wikidot.com/Level 944
Level 945,Creation of the sea vessel as recorded by E. Makaraig,+47,"['_cc', 'exterior', 'featured', 'format-screw', 'level', 'nostalgia', 'overseer-kat', 'sd-class-?', 'tragedy']",http://backrooms-wiki.wikidot.com/Level 945
Level 946,[NO DATA],,,
Level 947,[NO DATA],,,
Level 948,[NO DATA],,,
Level 949,[NO DATA],,,
Level 950,The Fictitium Void,+29,"['dead-end', 'exterior', 'featured', 'format-screw', 'level', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 950
Level 951,[NO DATA],,,
Level 952,[NO DATA],,,
Level 953,[NO DATA],,,
Level 954,[NO DATA],,,
Level 955,[NO DATA],,,
Level 956,McGallagher's House of Fun,+17,['level'],http://backrooms-wiki.wikidot.com/Level 956
Level 957,Nowheretown,+19,['level'],http://backrooms-wiki.wikidot.com/Level 957
Level 958,[NO DATA],,,
Level 959,[NO DATA],,,
Level 960,[NO DATA],,,
Level 961,[NO DATA],,,
Level 962,[NO DATA],,,
Level 963,[NO DATA],,,
Level 964,Echo Chamber,+30,"['_licensebox', '_wp-titles', 'featured', 'interior', 'level', 'mystery']",http://backrooms-wiki.wikidot.com/Level 964
Level 965,[NO DATA],,,
Level 966,INFERNO,+18,"['dead-end', 'exterior', 'horror', 'level', 'mystery']",http://backrooms-wiki.wikidot.com/Level 966
Level 967,tearing at the inseam,+15,"['_cc', '_experiment', '_licensebox', 'field', 'format-screw', 'level', 'mystery', 'nostalgi-gaius', 'sd-class-0', 'urban']",http://backrooms-wiki.wikidot.com/Level 967
Level 968,[NO DATA],,,
